"guides"	"type"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"b1107_nagZ_205_1164299_1164293_+"	"non-essential"	-2.29856947567438	6.17028504458288	27.6680155899511	0.00105828005691994	0.114810972984594
"b2121_yehP_47_2208013_2208000_-"	"non-essential"	-1.38112714848304	7.20494058080795	27.5560835041911	0.00107098199968545	0.114810972984594
"b0708_phr_473_739979_739967_-"	"non-essential"	-1.87123556873972	7.56378429152143	27.8960012968714	0.00107218727926047	0.114810972984594
"b2204_napH_304_2299275_2299260_-"	"non-essential"	-1.40320384206027	7.26941962435434	26.3889035977885	0.00121580137824712	0.116194850231364
"b0650_hscC_385_683009_682996_-"	"non-essential"	-2.75031030721309	6.18768330598519	40.1865492889967	0.00121940153030447	0.116194850231364
"b2232_ubiG_325_2339891_2339884_+"	"essential_in_mops"	-1.20621316143591	7.45908248500622	26.2983147875709	0.00122806103749457	0.116194850231364
"b1812_pabB_551_1895355_1895343_-"	"essential_in_m9"	-1.04270590048571	7.96335927523171	26.2391951573795	0.00123614716349037	0.116194850231364
"b0153_fhuB_74_171535_171523_-"	"non-essential"	-0.934837858574012	8.55358125365482	26.1766714476043	0.00124477307424639	0.116194850231364
"b0661_miaB_30_694926_694919_+"	"non-essential"	-1.25440400146019	8.117005494225	25.8242194275158	0.00129486468665516	0.116194850231364
"b1186_nhaB_698_1234020_1234013_+"	"non-essential"	-1.03388075052672	8.39347252961889	25.7027493345584	0.00131272393346647	0.116194850231364
"b2216_rcsD_428_2313915_2313901_-"	"non-essential"	-0.850680373222814	9.17541254042377	25.4980841704572	0.00134353339796338	0.116194850231364
"b1629_rsxC_748_1707666_1707661_+"	"essential_in_mops"	-1.04926731930202	7.63020792841701	25.462026388028	0.00134905681742624	0.116194850231364
"b2834_tas_215_2971811_2971799_-"	"non-essential"	-0.671455319387088	9.43300321963779	24.9271711529734	0.00143450290106939	0.120925542426317
"b0131_panD_88_146607_146592_-"	"essential_in_mops"	-1.8020514222214	7.06193757489936	37.1491401025249	0.00146623253658269	0.12102527729043
"b1961_dcm_4_2032314_2032302_-"	"non-essential"	-2.21404843385983	5.78038354907471	36.4248111469203	0.00153517687530876	0.124130015917822
"b0777_bioC_323_811844_811829_-"	"essential_in_both"	-2.49509459823958	8.15842773618968	24.273129217198	0.00164252179854346	0.128810583835687
"b0496_ybbP_613_521028_521023_+"	"non-essential"	-1.38894596241195	7.12453407300518	23.7012980029393	0.00165808676820294	0.128810583835687
"b1681_sufD_146_1761646_1761640_+"	"non-essential"	-1.23787656797858	7.74301909618321	23.3489488552796	0.00173048368601502	0.12965123552796
"b3693_dgoK_29_3874446_3874441_+"	"non-essential"	-1.0626002732842	8.29518192628911	23.308817761305	0.00173898374817096	0.12965123552796
"b0335_prpE_183_352888_352876_-"	"non-essential"	-0.916354740460781	8.37149791558692	23.1779365734356	0.00176707892945731	0.12965123552796
"b0732_mngB_446_768423_768411_-"	"non-essential"	-1.99506358115819	6.29698518386022	22.6377456875284	0.0018893712676514	0.133284016557544
"b0004_thrC_205_3938_3931_+"	"essential_in_both"	-0.845562747998427	8.88160714642257	22.5922793131449	0.00190015144037064	0.133284016557544
"b2292_yfbS_635_2410718_2410712_+"	"non-essential"	-0.998929380062356	8.59738498280983	22.4471800973343	0.00193508501500882	0.133284016557544
"b2958_yggN_257_3101367_3101361_+"	"non-essential"	-2.22732570893485	7.67747501785288	22.8299403552745	0.00195115420503219	0.133284016557544
"b1913_uvrC_568_1994139_1994127_-"	"non-essential"	-1.74391452656264	6.09868018765492	22.0350193633335	0.002038898083283	0.136917189931648
"b3360_pabA_49_3490781_3490766_-"	"essential_in_m9"	-1.09563945572344	8.27207650411771	21.7430728920509	0.00211677048379086	0.139725442836301
"b3460_livJ_484_3599175_3599163_-"	"non-essential"	-1.07926527789942	7.70332393029761	21.5768858355807	0.00216280066756667	0.139725442836301
"b1396_paaI_145_1460615_1460608_+"	"non-essential"	-0.969445806963127	8.23793837619994	21.4302291275686	0.00220448959288187	0.139725442836301
"b2791_truC_29_2923756_2923750_+"	"non-essential"	-1.02683261435441	8.12262846224838	21.1734311037802	0.00227999472046384	0.139725442836301
"b0820_ybiT_217_856179_856172_+"	"non-essential"	-2.73652081008148	4.55600546316888	30.6089627258905	0.00230628765695554	0.139725442836301
"b1497_ydeM_451_1580340_1580326_-"	"non-essential"	-2.06570159798393	6.07478533428318	21.0975016449299	0.00230865116959751	0.139725442836301
"b1494_pqqL_169_1575034_1575020_-"	"non-essential"	-1.16120054407728	7.5491310010925	20.849881753807	0.00237990226837799	0.139725442836301
"b0128_yadH_265_143966_143959_+"	"non-essential"	-1.83429664496072	5.92126593290954	20.7367948465438	0.00241613903419342	0.139725442836301
"b4120_melB_191_4343559_4343545_-"	"non-essential"	-1.00564470607418	7.43827469703886	20.6307996730944	0.00245074643295146	0.139725442836301
"b2963_mltC_155_3104587_3104573_-"	"non-essential"	-0.87467734677951	8.58684585719748	20.4773575388982	0.00250197668320748	0.139725442836301
"b1262_trpC_47_1319742_1319735_+"	"essential_in_both"	-1.05473476093529	7.09907365119827	20.3365220514636	0.00255020937997551	0.139725442836301
"b2555_qseG_179_2689328_2689324_+"	"non-essential"	-0.753578341967757	9.03741511371812	20.3278336016906	0.00255322375181022	0.139725442836301
"b2025_hisF_367_2096210_2096203_+"	"essential_in_both"	-1.80145116316873	6.70107153318461	29.0449105830244	0.00258483429381293	0.139725442836301
"b1681_sufD_42_1761750_1761743_+"	"non-essential"	-2.73420810682834	5.48298878999941	29.231591230906	0.00264941717103021	0.139725442836301
"b1264_trpE_286_1322661_1322646_-"	"essential_in_both"	-2.42085391493583	6.44047555321412	20.3634128316663	0.0026744568530936	0.139725442836301
"b0661_miaB_29_694927_694921_+"	"non-essential"	-0.784449309141037	9.27655055655165	19.8901894194375	0.00271114181277596	0.139725442836301
"b1275_cysB_172_1334026_1334020_+"	"essential_in_both"	-0.71638041526876	9.17101255612693	19.7904900922804	0.00274885133581138	0.139725442836301
"b0242_proB_244_260631_260627_+"	"essential_in_both"	-1.07573507080906	7.99950396641681	19.6127961147464	0.00281774042935659	0.139725442836301
"b1139_lit_215_1198909_1198894_-"	"non-essential"	-1.19447194717731	7.76460989477074	19.5856119460617	0.00282847328085157	0.139725442836301
"b2961_mutY_13_3103025_3103018_+"	"non-essential"	-1.54851293128432	6.91532133093185	19.5701671357861	0.00283459450070571	0.139725442836301
"b1275_cysB_266_1334120_1334108_-"	"essential_in_both"	-1.42958954305248	7.11924600496164	19.502667978077	0.00286154608172046	0.139725442836301
"b0994_torT_361_1056621_1056617_+"	"non-essential"	-1.53355013379881	7.79427593413515	27.7371956361098	0.00288266028282469	0.139725442836301
"b0978_appC_393_1038132_1038120_-"	"non-essential"	-1.73105083149706	6.83684437299517	19.4277521276432	0.0028918440970663	0.139725442836301
"b1264_trpE_286_1322661_1322648_-"	"essential_in_both"	-2.20441792142525	6.26608546328708	19.4037218006047	0.00298882039941867	0.142671161716828
"b0925_ldtD_404_981450_981438_-"	"non-essential"	-0.963497667605814	7.62671857412566	19.0437648311989	0.00305375019038625	0.143585627593695
"b1669_ydhT_32_1749528_1749521_+"	"non-essential"	-0.843887355632585	8.18199207029108	18.906962910569	0.00311422521941811	0.143585627593695
"b1669_ydhT_3_1749557_1749552_+"	"non-essential"	-2.31263463757071	6.36023541749	19.1780726357725	0.00311669963984295	0.143585627593695
"b2216_rcsD_451_2313938_2313931_+"	"non-essential"	-3.66046451216714	6.35017869733772	19.0930599621184	0.00318326127884003	0.144966450422577
"b2119_yehL_352_2204947_2204941_+"	"non-essential"	-0.883964629467687	7.80400436277536	17.8549074507874	0.00363456755126498	0.163638143614907
"b4245_pyrB_3_4472393_4472389_+"	"essential_in_both"	-1.2068256066532	6.41484321425972	17.6753706039162	0.00373421463276291	0.165415158500041
"b4474_frlC_371_3502710_3502697_-"	"non-essential"	-1.81241951003279	10.0365537016103	17.9404899283169	0.00375753767415539	0.165415158500041
"b1680_sufS_389_1760135_1760128_+"	"non-essential"	-0.779607034462389	8.84576837048109	17.2581270283889	0.003979664521478	0.17326847070435
"b3960_argH_163_4157012_4157005_+"	"essential_in_both"	-1.12955882885351	7.56296810524791	19.4309372539805	0.00413803512542269	0.17809986412735
"b4304_sgcC_91_4530153_4530141_-"	"non-essential"	-0.996055573800755	8.54600229660257	16.9404416569757	0.00418053694190902	0.17809986412735
"b2901_bglA_561_3044222_3044210_-"	"non-essential"	-0.885211889980319	8.3926379217683	16.7767156793211	0.00428913580097716	0.179672205923193
"b1929_yedE_188_2008464_2008450_-"	"non-essential"	-1.059392920638	9.03191561138883	16.8630899679403	0.00430814224197458	0.179672205923193
"random272"	"NT"	-1.72109365537592	7.58612446408547	16.9015108890026	0.00439432397452316	0.181357412365216
"b2817_amiC_325_2948686_2948674_-"	"non-essential"	-1.1266732878679	7.53710898512848	16.5534360982387	0.00444312817649098	0.181481173559353
"b0777_bioC_323_811844_811832_-"	"essential_in_both"	-2.68409018745093	6.7189696847232	16.5579523665595	0.00463510450091149	0.185737828213454
"b1186_nhaB_134_1234584_1234579_+"	"non-essential"	-0.990562734224722	8.52804001269062	16.2306824868988	0.00467846887570391	0.185737828213454
"b2095_gatZ_430_2175892_2175879_-"	"non-essential"	-2.27770922940769	8.01283385967401	16.470934129604	0.00469876778797756	0.185737828213454
"b1439_ydcR_94_1510096_1510090_+"	"non-essential"	-0.783726531091522	8.3450798033984	16.1564218645539	0.00473486134516881	0.185737828213454
"b2301_yfcF_26_2420460_2420453_+"	"non-essential"	-1.23483481771385	6.61080090038374	15.9665192284582	0.00488308153741464	0.189674206384675
"b3402_yhgE_548_3531892_3531887_+"	"non-essential"	-0.909948154902361	7.41830533299865	15.872222421027	0.00495888939745635	0.190185006488194
"b0661_miaB_559_694397_694384_-"	"non-essential"	-1.28193881956148	7.47685891738539	15.8313249579824	0.00499223641463204	0.190185006488194
"b1629_rsxC_997_1707915_1707908_+"	"essential_in_mops"	-1.24679448403642	6.81973246813678	15.6897550225265	0.00510991059991142	0.192813959969991
"b2301_yfcF_27_2420459_2420452_+"	"non-essential"	-1.19470962319078	7.18272047574916	15.5515460628583	0.00522823910227802	0.195417767200241
"b1263_trpD_658_1320727_1320712_-"	"essential_in_both"	-0.817168689534973	7.86099881110181	15.473366252686	0.00529672898361955	0.196127478814025
"b3240_aaeB_508_3387681_3387669_-"	"non-essential"	-0.742881402818908	9.47419840018863	15.322992051096	0.00543172798243677	0.199263946911245
"b1681_sufD_181_1761611_1761597_-"	"non-essential"	-2.65800771763554	4.93401375595589	21.1803040548288	0.00553510091920516	0.201193301301751
"b0925_ldtD_28_981074_981068_+"	"non-essential"	-1.00555086042606	8.4994414941629	15.1290878273448	0.00561238266802865	0.202101973371639
"b2838_lysA_501_2978399_2978392_+"	"essential_in_both"	-2.53697535473992	7.38605572781917	15.3147040557115	0.00566211990011406	0.202101973371639
"b2329_aroC_509_2446965_2446959_+"	"essential_in_both"	-1.01107535463141	7.52285608080391	14.9282683129019	0.0058076732666754	0.205446441808642
"b0708_phr_3_739509_739495_-"	"non-essential"	-1.17514319251047	7.35183212391666	14.7689158789698	0.00596886951577627	0.209280186031023
"b2121_yehP_47_2208013_2207999_-"	"non-essential"	-0.998748052149646	7.13234414604423	14.7098446439404	0.00603007836482813	0.209571670889904
"b0775_bioB_238_809581_809574_+"	"essential_in_both"	-0.996779102453362	7.31291218755681	14.5090850179407	0.006244208253024	0.212463508041995
"b2785_rlmD_424_2914577_2914564_-"	"non-essential"	-0.763457719249621	8.06165762984383	14.475947821098	0.00628048388428437	0.212463508041995
"b0070_setA_445_78065_78061_+"	"non-essential"	-1.17710353930596	7.69377546638545	14.4387422230402	0.00633698385641894	0.212463508041995
"b3816_corA_61_4001486_4001479_+"	"non-essential"	-0.708879111235004	9.13166560793672	14.3999577532041	0.00636469611274053	0.212463508041995
"b0777_bioC_235_811756_811749_+"	"essential_in_both"	-3.001759369822	6.76439027982094	14.5703807000065	0.00641955191073632	0.212463508041995
"b3053_glnE_425_3199217_3199210_+"	"non-essential"	-0.687296831355722	8.76637052238232	14.3374643459967	0.00643503810324064	0.212463508041995
"b4078_yjcO_73_4297053_4297041_-"	"non-essential"	-1.26499471296137	5.28361618207023	14.2795846897241	0.00650107769558432	0.212869998594257
"b3412_bioH_208_3544637_3544622_-"	"essential_in_both"	-2.96167444124197	7.11232044808516	14.4459828800506	0.00655861240710781	0.212939820765413
"b0907_serC_86_957738_957725_-"	"essential_in_both"	-0.532788802107145	9.47246305399705	14.1851504728975	0.00661070114945628	0.212939820765413
"b1022_pgaC_298_1087549_1087534_-"	"non-essential"	-1.67458846032004	6.20768402038149	13.9960564773911	0.00685271177882905	0.218955194094522
"b0774_bioA_301_808957_808945_-"	"essential_in_m9"	-0.689480098164603	8.73428097513995	13.7178997843076	0.00718938004114982	0.227874589784285
"b2763_cysI_575_2889525_2889520_+"	"essential_in_both"	-0.872554655180017	9.3392792536738	13.5435757438796	0.00753167852538308	0.236829446964824
"b2838_lysA_346_2978554_2978540_-"	"essential_in_both"	-1.29258003726045	6.65366329425584	17.4287157406769	0.007890226433315	0.246150213612551
"b0072_leuC_343_80522_80507_-"	"essential_in_both"	-1.26065728708241	7.35645130233801	13.1553969493492	0.00799465551345191	0.246974455399469
"b3086_ygjQ_272_3236811_3236799_-"	"non-essential"	-0.892588526485501	8.324805982125	13.1112879947641	0.00804131871441986	0.246974455399469
"b0209_yafD_160_231281_231276_+"	"non-essential"	-1.17730577540294	6.47403549212336	13.029532074671	0.00816584493749557	0.248869828018134
"b0981_etk_451_1043760_1043746_-"	"non-essential"	-1.69885351232841	7.13935441343551	14.6682160528388	0.00843181204283565	0.255014040562709
"b2601_aroF_106_2741045_2741032_-"	"non-essential"	-0.67056334670363	8.63192622591832	12.7903596595588	0.00854462246995068	0.255716051139852
"b1961_dcm_325_2031993_2031980_-"	"non-essential"	-1.50306137330819	5.17450888458045	16.7374090269516	0.00858410772377595	0.255716051139852
"b0446_cof_361_467772_467766_+"	"non-essential"	-0.943983094565022	7.31292704125991	12.6532110021228	0.00877201635756342	0.256238026405527
"b0867_amiD_263_905175_905161_-"	"non-essential"	-0.693894714618501	7.97160948244014	12.6419473455989	0.00879103464785543	0.256238026405527
"b0661_miaB_280_694676_694664_-"	"non-essential"	-0.856460085027359	7.49510780941803	12.6392176577965	0.00879565158787269	0.256238026405527
"b3086_ygjQ_331_3236870_3236866_+"	"non-essential"	-0.759905218450014	8.72701691484806	12.5193215175442	0.00900154614280831	0.260322086261361
"b2574_nadB_271_2710690_2710684_+"	"essential_in_m9"	-2.30865670012862	7.63560117939906	12.6167174680358	0.00913547925196235	0.262280933306339
"b0446_cof_361_467772_467768_+"	"non-essential"	-1.65153393163228	7.39251533358252	14.0700304251662	0.00925679066160663	0.263851831663924
"b2292_yfbS_635_2410718_2410714_+"	"non-essential"	-0.858405314445562	8.92862079746918	12.295883539011	0.00942063147582518	0.266603870765853
"b2024_hisA_325_2095449_2095442_+"	"essential_in_both"	-1.17871814322977	7.70935504577753	12.0367245464758	0.0100781234422712	0.281198581209173
"b0585_fes_391_613127_613120_+"	"essential_in_m9"	-1.14798973485197	8.3875030329624	12.026984429384	0.0101137793237907	0.281198581209173
"b2204_napH_94_2299485_2299471_-"	"non-essential"	-2.74708241898341	5.39215488675055	12.0713605643941	0.0101492673177465	0.281198581209173
"b3731_atpC_166_3915807_3915795_-"	"essential_in_mops"	-1.57867113787483	4.52881407400146	15.3314178818356	0.0102808245830098	0.282248457190293
"b4484_cpxP_208_4106027_4106020_+"	"non-essential"	-0.600704352567906	8.98664379530071	11.7968292259462	0.0103825677888831	0.282248457190293
"b4035_malK_19_4246802_4246795_+"	"non-essential"	-1.24364445155861	6.28786172470041	11.7880916639916	0.0104008770191274	0.282248457190293
"b0209_yafD_176_231297_231284_-"	"non-essential"	-1.47806576465382	7.90998194359943	11.8507944266436	0.0106003543546126	0.285487489165414
"b1844_exoX_3_1926122_1926110_-"	"essential_in_mops"	-0.984480200442206	7.69235948402295	11.6613809436687	0.0106711121827282	0.285487489165414
"random97"	"NT"	-0.919130724899792	8.67717264882697	11.6125789535606	0.0107990221953764	0.285487489165414
"b3829_metE_419_4013471_4013458_-"	"essential_in_both"	-0.723504638364808	7.61667159248368	11.5903227278586	0.010826606145711	0.285487489165414
"b2216_rcsD_451_2313938_2313933_+"	"non-essential"	-2.9241843225458	5.38379366746763	11.7161244442981	0.0108885231138846	0.285487489165414
"b1186_nhaB_134_1234584_1234578_+"	"non-essential"	-0.978507736547501	7.84495926799135	11.5304539455463	0.0109598782323324	0.285487489165414
"b1594_mlc_121_1668444_1668431_-"	"non-essential"	-1.13801970018612	8.38341305779932	11.5967520529307	0.0110246304498507	0.285487489165414
"b2021_hisC_98_2092495_2092481_-"	"essential_in_both"	-0.927498086915316	7.79386230677845	11.4124852918763	0.0112287067471274	0.288526464008616
"b2195_ccmG_172_2292793_2292781_-"	"non-essential"	-1.49819848154351	5.28967339552205	11.3608990739773	0.0113489209948308	0.288526464008616
"b0242_proB_244_260631_260625_+"	"essential_in_both"	-0.869701853003319	6.94948952771127	11.3124496511974	0.0114633337599425	0.288526464008616
"b0033_carB_313_31129_31122_+"	"essential_in_both"	-0.830789090948381	7.47862619441463	12.5173671043227	0.0115058496859768	0.288526464008616
"b0981_etk_643_1043568_1043556_-"	"non-essential"	-1.10814535079653	7.73423519347702	11.354399527105	0.0115061033097833	0.288526464008616
"b3787_wecC_395_3971654_3971639_-"	"non-essential"	-1.10050581888005	6.79069484424044	11.2607696985212	0.0115870125480112	0.288727947894469
"b2486_hyfF_417_2607333_2607321_-"	"non-essential"	-0.98554881103337	6.89527339193838	11.1556546972956	0.0118439027733586	0.293284642425293
"b1107_nagZ_121_1164215_1164208_+"	"non-essential"	-0.668443938473878	8.17615041817507	11.106457786133	0.0119666470701376	0.294483575725995
"b2020_hisD_27_2091123_2091111_-"	"essential_in_both"	-2.01484418675633	5.87187086395366	11.1661952219673	0.012175764308179	0.29778011227781
"b1978_yeeJ_40_2044977_2044972_+"	"non-essential"	-2.54554461719062	6.35443998143184	11.1093120435126	0.012319878698288	0.299456192654093
"b0585_fes_509_613245_613230_-"	"essential_in_m9"	-1.12730272367686	6.91574117729258	10.8945148913109	0.012514505601924	0.302332141431846
"b2791_truC_30_2923755_2923748_+"	"non-essential"	-1.11226626082878	7.17921947523218	10.766599696422	0.012860798049886	0.308815041658475
"b3801_aslA_3_3986005_3985998_+"	"non-essential"	-0.69704494834075	8.95890701696381	10.7210103965368	0.0129871877497861	0.309971312437665
"b4303_sgcQ_110_4528808_4528802_+"	"non-essential"	-0.912750936983487	7.80851947765995	10.636819317494	0.0132248185578185	0.31299333550751
"b2026_hisI_185_2096798_2096784_-"	"essential_in_both"	-0.652841912567911	8.01094979948038	10.5958595036557	0.0133424483102945	0.31299333550751
"b3095_yqjA_3_3247775_3247763_-"	"non-essential"	-1.28425764070949	6.93340021721658	10.6013552583236	0.013350801035025	0.31299333550751
"b0446_cof_3_467414_467399_-"	"non-essential"	-1.55170206920306	7.98702402281727	10.5571398890893	0.0138400751791069	0.322555163880126
"b2574_nadB_271_2710690_2710685_+"	"essential_in_m9"	-2.3442939568666	7.42021210040147	10.4876851880622	0.0140480812904539	0.324225816262948
"b0907_serC_7_957659_957653_+"	"essential_in_both"	-2.26514291346328	6.35607249762833	13.4414276480132	0.0140754266525056	0.324225816262948
"b1638_pdxH_187_1717821_1717806_-"	"essential_in_both"	-1.30154065107614	5.70563141270941	13.0448553987313	0.0142023623770583	0.3252587268087
"b1923_fliC_142_2003465_2003452_-"	"non-essential"	-1.34666250109497	8.11488314664497	10.3609909156494	0.0144380147637656	0.328755255712869
"b1162_bluR_118_1213942_1213930_-"	"non-essential"	-1.49987458544942	7.82157815276631	10.278337338869	0.0146999522558714	0.331910067014749
"b3941_metF_320_4132935_4132920_-"	"essential_in_both"	-0.736586480297685	8.40835534490549	10.1408881463947	0.0147441120127703	0.331910067014749
"b3960_argH_472_4157321_4157314_+"	"essential_in_both"	-0.756109490413219	7.49907883299705	10.0928295963195	0.0149030136983578	0.333380082297505
"b0585_fes_149_612885_612873_-"	"essential_in_m9"	-0.662975208581771	7.69278360454138	10.0704676956859	0.0149777018296204	0.333380082297505
"b3144_yraJ_478_3289291_3289285_+"	"non-essential"	-1.03768522377083	7.71755515926935	10.0514760103766	0.0151898340648652	0.336212975223441
"b3591_selA_191_3761059_3761055_+"	"non-essential"	-0.626149333815006	8.23293712734918	9.9476312328083	0.0153966662301701	0.338897731132966
"b3591_selA_124_3761126_3761114_-"	"non-essential"	-1.09764875956364	7.80323193527774	9.99162078237268	0.0155100014406983	0.339506219381474
"b0708_phr_580_740086_740079_+"	"non-essential"	-0.973498113948661	8.12854905740593	9.86092381091016	0.015796923449571	0.343886872017584
"b2976_glcB_643_3123163_3123150_-"	"non-essential"	-1.56604960148193	5.23410329399454	9.76881537213113	0.0161209765422522	0.34902354677816
"b3749_rbsA_652_3934429_3934423_+"	"non-essential"	-1.28385863308432	6.35319725616198	11.9714346171674	0.0167812313795922	0.360406903041796
"b3240_aaeB_25_3388164_3388150_-"	"non-essential"	-1.12265468539858	6.68051664944642	9.55817799109238	0.0168286918381455	0.360406903041796
"b3468_yhhN_311_3606061_3606049_-"	"non-essential"	-0.942643537429523	5.29426052881755	9.37193667636514	0.0175741215656015	0.37434768625222
"b4484_cpxP_112_4105931_4105925_+"	"non-essential"	-0.774017415710445	7.12900495595378	9.28174988154125	0.0179503681797754	0.377718215462477
"b2025_hisF_367_2096210_2096204_+"	"essential_in_both"	-0.829082092239915	7.09354682111637	9.26975540492441	0.0180011853957411	0.377718215462477
"b2329_aroC_190_2447284_2447269_-"	"essential_in_both"	-0.757642411569634	7.69939356320207	11.5345258329719	0.0180183601015669	0.377718215462477
"b3939_metB_382_4129053_4129046_+"	"essential_in_both"	-0.884414490856948	6.89654300631715	9.2309475495831	0.0181668767794057	0.378003648145725
"b3389_aroB_475_3518012_3518000_-"	"essential_in_both"	-0.821365406314598	7.53635571503129	9.1765709365296	0.0184023555190283	0.378003648145725
"b2834_tas_216_2971812_2971800_-"	"non-essential"	-0.69873124226477	7.95599657857822	9.16695755258065	0.0184443941899815	0.378003648145725
"b4254_argI_178_4478134_4478122_-"	"non-essential"	-0.762940137756967	7.1885341777622	9.16358696490591	0.0184591627934604	0.378003648145725
"b2320_pdxB_394_2437458_2437446_-"	"essential_in_m9"	-1.05223571010417	8.32396660985663	11.4804372481687	0.0185090125543338	0.378003648145725
"b0134_panB_370_149232_149219_-"	"essential_in_both"	-0.996153509345808	6.6373230042651	11.1546388096915	0.0191993437523531	0.390044958202992
